286,relatives,Graduate,teacher,Yes,East,1119,Will,1765,North,44136,Cash,2,17044393,Yes,1667004,1879896,2611032,2979140,3212658,Income,Income,Inheritance,2,Yes,3,11,61713091,No,0,Yes,0,245544842,5182937,Yes,7,NBFC,10,4,8,5,3,0,0,Suspicious
1748,others,Professional,builder,No,Central,2619,Sale Deed,59688,Central,2166,Cheque,6,74137302,Yes,4616346,5130531,6454537,8000496,9629742,Rental Income,Income,Income,0,No,0,0,0,Yes,50646028,No,0,143675351,1721324,Yes,84,Bank,8,2,10,6,4,0,0,Suspicious
67,self,Graduate,lawyer,Yes,West,995,Will,1346,North,41469,Cash,3,13943724,Yes,1110668,2801374,2321124,2252005,2747939,Income,Income,Inheritance,2,Yes,5,12,104778989,No,0,Yes,1,273864879,5179057,Yes,8,Family,9,3,10,4,2,0,1,Suspicious
624,others,Graduate,builder,No,South,2653,Sale Deed,63586,Central,2662,Cheque,10,31459873,No,308466,427843,333253,434547,647685,Gift,Income,Sale Property,1,No,0,0,0,Yes,24916398,No,0,153305004,1177095,Yes,85,Bank,9,6,17,8,5,2,1,Suspicious
105,relatives,Illiterate,fisherman,No,North,375,Sale Deed,53890,South,2088,Cheque,6,79395526,Yes,4904846,5200275,6140849,7520677,9805425,Income,Rental Income,Income,1,Yes,3,11,81357414,No,0,Yes,1,255238714,4656439,Yes,17,Family,10,4,8,6,4,0,1,Approved Transaction
1677,relatives,Professional,lawyer,Yes,North,763,Gift Deed,1781,West,26941,Cash,3,5960132,Yes,1599883,1860334,2456451,2737427,2905040,Income,Income,Inheritance,2,Yes,4,10,85964974,No,0,Yes,0,215721515,4760385,Yes,6,Family,10,3,10,7,2,1,1,Suspicious
680,others,Undergraduate,actor,No,South,2152,Sale Deed,62999,Central,2292,Cheque,6,51268767,Yes,4503810,5280890,6426550,8398724,9714896,Income,Income,Income,0,No,0,0,0,Yes,32931491,No,0,125039708,2356366,Yes,85,Cooperative Society,8,2,5,4,3,0,0,Suspicious
1876,relatives,Illiterate,farmer,No,North,396,Sale Deed,60007,South,2674,Cheque,10,96402986,Yes,4997086,5139019,6016294,7545851,8776769,Rental Income,Rental Income,Rental Income,1,Yes,4,10,99268216,No,0,Yes,1,204453024,5595474,Yes,11,Family,9,2,7,8,2,1,1,Approved Transaction
1678,others,Post Graduate,actor,No,Central,2965,Sale Deed,53349,South,2450,Cheque,6,62497073,Yes,4624586,5291927,6383249,7996099,9966596,Income,Rental Income,Income,1,No,0,0,0,Yes,44867132,No,0,159517857,2270388,Yes,93,Cooperative Society,8,4,6,7,2,1,1,Suspicious
701,self,Post Graduate,CA,Yes,East,1413,Sale Deed,68224,Central,2533,Cheque,5,49225693,Yes,2196736,1369583,2136823,2852567,2850237,Income,Income,Inheritance,2,No,0,0,0,Yes,50484543,No,0,86304762,1506325,Yes,91,Bank,9,0,3,4,1,0,0,Approved Transaction
1093,others,Undergraduate,executive,No,Central,2850,Sale Deed,46352,Central,2937,Cheque,9,54352013,No,235897,413536,324024,345707,759142,Gift,Income,Sale Property,1,No,0,0,0,Yes,54205512,No,0,173905714,1259544,Yes,93,Cooperative Society,8,6,10,10,4,2,2,Suspicious
1870,others,Graduate,businessman,No,South,1806,Sale Deed,59706,Central,2319,Cheque,9,22276584,Yes,4719440,5341654,6082748,8405420,9076358,Rental Income,Rental Income,Income,0,No,0,0,0,Yes,56763350,No,0,75356867,1115733,Yes,83,Bank,8,4,6,4,3,1,0,Suspicious
479,relatives,Illiterate,tailor,No,East,517,Sale Deed,51588,Central,2433,Cheque,6,60349553,Yes,4852476,5130196,6419305,7220820,9068522,Rental Income,Income,Income,1,Yes,5,12,82665211,No,0,Yes,0,240295823,5238936,Yes,16,NBFC,9,2,9,7,4,1,0,Approved Transaction
1569,relatives,Illiterate,tailor,No,East,189,Sale Deed,46035,Central,2032,Cheque,6,49556738,Yes,4676376,5093146,6321737,7758329,9330438,Rental Income,Income,Income,1,Yes,4,12,109846486,No,0,Yes,1,209197807,4622541,Yes,20,Family,9,4,6,5,2,0,0,Approved Transaction
1258,relatives,Marticualte,clerk,No,East,225,Sale Deed,55481,South,2200,Cheque,8,43437046,Yes,4581686,5216765,6028743,7018338,9125217,Rental Income,Income,Rental Income,1,Yes,5,10,105277519,No,0,Yes,0,212943139,5570154,Yes,19,NBFC,10,4,6,6,2,0,0,Approved Transaction
464,relatives,Marticualte,clerk,No,North,164,Sale Deed,47898,Central,2560,Cheque,5,90758092,Yes,4763573,5262188,6263458,7418209,9695628,Income,Rental Income,Rental Income,1,Yes,5,10,118479813,No,0,Yes,1,292803277,5240690,Yes,18,Family,10,3,7,7,4,1,0,Approved Transaction
705,relatives,Graduate,doctor,Yes,West,1411,Gift Deed,1509,East,30158,Cash,5,13042468,Yes,1601874,1685940,2926235,2722677,3016349,Income,Income,Inheritance,1,Yes,4,12,75411312,No,0,Yes,1,291710196,5215472,Yes,0,NBFC,10,3,10,5,2,1,1,Suspicious
1735,others,Post Graduate,actor,No,Central,2122,Sale Deed,68192,South,2457,Cheque,6,55462972,No,425083,457100,163550,277539,550955,Gift,Income,Sale Property,0,No,0,0,0,Yes,38244761,No,0,184643885,1679270,Yes,81,Cooperative Society,8,5,17,6,3,1,2,Suspicious
1233,relatives,Illiterate,fisherman,No,East,129,Will,1815,East,33419,Cash,5,18724976,Yes,1534682,2700059,2490606,2156223,3496586,Income,Income,Inheritance,1,Yes,3,10,84032393,No,0,Yes,1,209884461,4862170,Yes,0,NBFC,9,5,20,7,4,1,2,Suspicious
1111,self,Post Graduate,doctor,Yes,East,1279,Gift Deed,1516,East,41521,Cash,5,5418262,Yes,1365921,1290440,2812868,2179339,3213298,Income,Income,Inheritance,2,Yes,3,11,95423511,No,0,Yes,0,299694233,4863195,Yes,10,Family,9,4,7,4,2,0,0,Suspicious
1913,others,Post Graduate,businessman,No,South,2501,Sale Deed,49182,South,2391,Cheque,9,56269186,Yes,4616139,5006169,6043693,7281059,8785314,Income,Income,Rental Income,1,No,0,0,0,Yes,46453985,No,0,161862899,1972054,Yes,94,Cooperative Society,9,4,5,7,3,0,0,Suspicious
1001,others,Undergraduate,businessman,No,South,2878,Sale Deed,69967,Central,2510,Cheque,7,20074591,No,440517,545896,159885,460021,642904,Gift,Income,Sale Property,0,No,0,0,0,Yes,25701354,No,0,163294995,1620672,Yes,86,Bank,9,5,15,6,4,2,0,Suspicious
203,others,Graduate,actor,No,Central,2989,Sale Deed,46830,Central,2059,Cheque,10,49762712,Yes,4847351,5131050,6089617,8479573,8591856,Rental Income,Rental Income,Rental Income,0,No,0,0,0,Yes,42598082,No,0,62463411,2419976,Yes,86,Bank,8,3,6,8,3,1,1,Suspicious
1397,relatives,Illiterate,fisherman,No,North,106,Sale Deed,58147,South,2339,Cheque,9,81218715,Yes,4551335,5386477,6430256,8107260,9507878,Rental Income,Rental Income,Rental Income,0,Yes,4,10,105206720,No,0,Yes,0,212643177,4696399,Yes,11,NBFC,9,4,8,4,3,0,0,Approved Transaction
1774,others,Post Graduate,builder,No,Central,2844,Sale Deed,68525,South,2010,Cheque,6,41806935,No,465300,475404,338549,238176,526974,Gift,Income,Sale Property,0,No,0,0,0,Yes,43831062,No,0,91840662,2452055,Yes,96,Bank,9,6,11,7,5,2,0,Suspicious
219,others,Post Graduate,builder,No,South,2248,Sale Deed,65947,South,2002,Cheque,5,72645841,No,254287,526863,176893,207985,668512,Gift,Income,Sale Property,0,No,0,0,0,Yes,23086099,No,0,149937135,2225234,Yes,87,Cooperative Society,9,5,13,6,5,2,2,Suspicious
1010,relatives,Illiterate,fisherman,No,North,662,Sale Deed,51821,Central,2442,Cheque,7,38400395,Yes,4778161,5285875,6219230,7057730,9660174,Income,Rental Income,Rental Income,1,Yes,5,10,111372854,No,0,Yes,1,204785957,5938605,Yes,16,Family,9,4,9,8,2,0,0,Approved Transaction
590,relatives,Marticualte,farmer,No,East,193,Sale Deed,46171,South,2621,Cheque,5,81731172,Yes,4799104,5010111,6023329,7949111,9888827,Income,Income,Rental Income,1,Yes,3,11,116594435,No,0,Yes,0,263806723,5907725,Yes,20,NBFC,10,4,7,8,2,0,0,Approved Transaction
1154,self,Graduate,lawyer,Yes,West,787,Sale Deed,66843,Central,2601,Cheque,6,24764840,Yes,2228445,2853954,2348725,2376298,3260810,Income,Income,Inheritance,1,No,0,0,0,Yes,45369680,No,0,111182639,2041500,Yes,83,Bank,8,1,4,4,1,0,0,Approved Transaction
20,relatives,Post Graduate,civil servant,Yes,West,758,Gift Deed,1317,North,30412,Cash,3,10554077,Yes,1045477,1668132,2915602,2183738,2988840,Income,Income,Inheritance,2,Yes,5,12,110355958,No,0,Yes,0,208738665,5627582,Yes,10,Family,9,3,8,7,2,1,0,Suspicious
1771,others,Graduate,builder,No,South,2225,Sale Deed,65637,Central,2448,Cheque,7,27510171,No,446732,532106,377531,307424,751010,Gift,Income,Sale Property,0,No,0,0,0,Yes,39127281,No,0,166485350,2225417,Yes,99,Cooperative Society,8,4,13,9,3,1,1,Suspicious
520,relatives,Illiterate,tailor,No,East,402,Sale Deed,47441,South,2832,Cheque,9,84171908,Yes,4631184,5257945,6463640,8362713,9554711,Income,Income,Rental Income,0,Yes,4,12,71792649,No,0,Yes,1,254724491,5427965,Yes,13,NBFC,9,2,9,6,3,0,1,Approved Transaction
72,relatives,Illiterate,caretaker,No,North,244,Gift Deed,1442,West,41566,Cash,5,18464903,Yes,2021051,2789221,2232686,2178537,2652588,Income,Income,Inheritance,1,Yes,4,10,78292381,No,0,Yes,0,238696577,5311528,Yes,2,NBFC,9,5,17,6,3,1,2,Suspicious
1952,relatives,Marticualte,fisherman,No,East,688,Sale Deed,57193,South,2908,Cheque,6,87194752,Yes,4733268,5191942,6054742,8291437,9879852,Income,Income,Income,1,Yes,3,11,72026675,No,0,Yes,0,234826532,5954012,Yes,18,NBFC,10,2,9,7,4,1,1,Approved Transaction
251,relatives,Marticualte,clerk,No,East,499,Gift Deed,1504,East,44295,Cash,1,19473064,Yes,1424796,1511768,2942327,2371532,3298320,Income,Income,Inheritance,2,Yes,4,11,94431572,No,0,Yes,1,214132096,5692547,Yes,6,Family,9,5,12,9,3,2,0,Suspicious
1206,others,Professional,businessman,No,South,2212,Sale Deed,55015,South,2254,Cheque,8,21404024,No,479200,337487,169455,300917,430214,Gift,Income,Sale Property,1,No,0,0,0,Yes,40636842,No,0,106722269,1471143,Yes,98,Cooperative Society,8,4,16,10,5,2,2,Suspicious
1658,others,Post Graduate,actor,No,Central,2780,Sale Deed,63575,Central,2480,Cheque,5,50713878,No,401611,302424,190200,356064,442586,Gift,Income,Sale Property,0,No,0,0,0,Yes,32314616,No,0,175241280,1673564,Yes,99,Cooperative Society,9,6,10,8,3,1,0,Suspicious
1379,self,Professional,doctor,Yes,North,1055,Sale Deed,57612,South,2384,Cheque,7,37119680,Yes,1015851,1304419,2320302,2741996,3098148,Income,Income,Inheritance,1,No,0,0,0,Yes,57400997,No,0,84591254,1331086,Yes,91,Cooperative Society,9,1,1,2,0,0,0,Approved Transaction
375,relatives,Graduate,doctor,Yes,East,1472,Sale Deed,57243,Central,2168,Cheque,9,57903824,Yes,2192839,2378386,2610256,2189117,2584589,Income,Income,Inheritance,1,No,0,0,0,Yes,44023479,No,0,68618991,1960712,Yes,96,Bank,8,0,1,4,0,0,0,Approved Transaction
436,others,Undergraduate,executive,No,South,1604,Sale Deed,58289,Central,2637,Cheque,8,72857838,No,424421,357176,193266,481122,720854,Gift,Income,Sale Property,1,No,0,0,0,Yes,36202288,No,0,133788273,1506715,Yes,91,Bank,8,5,15,7,4,2,1,Suspicious
244,others,Post Graduate,executive,No,Central,1904,Sale Deed,51148,Central,2947,Cheque,7,41904652,Yes,4764858,5326860,6122711,7103419,8550779,Income,Income,Rental Income,0,No,0,0,0,Yes,56467097,No,0,161436010,2184834,Yes,95,Bank,9,2,9,8,3,0,1,Suspicious
131,self,Professional,CA,Yes,East,1229,Gift Deed,1269,West,43737,Cash,1,5919508,Yes,1179003,1800749,2028841,2960896,2826374,Income,Income,Inheritance,1,Yes,3,11,100624758,No,0,Yes,0,235073372,5875204,Yes,8,NBFC,10,3,5,8,2,0,0,Suspicious
1229,others,Post Graduate,businessman,No,South,1979,Sale Deed,48693,Central,2175,Cheque,9,71050925,Yes,4846614,5026584,6141216,7076786,9489497,Rental Income,Income,Rental Income,1,No,0,0,0,Yes,21862333,No,0,146319924,1307892,Yes,95,Bank,8,3,7,4,4,0,0,Suspicious
1272,self,Graduate,civil servant,Yes,East,536,Gift Deed,1779,West,36314,Cash,2,8905153,Yes,1283811,2054327,2236253,2163953,2783539,Income,Income,Inheritance,2,Yes,4,12,100370299,No,0,Yes,1,215426998,5265649,Yes,1,Family,9,2,10,8,4,0,0,Suspicious
1124,others,Undergraduate,actor,No,South,1775,Sale Deed,46101,South,2422,Cheque,5,74281618,No,473590,338051,348180,413232,636838,Gift,Income,Sale Property,1,No,0,0,0,Yes,38733690,No,0,73884887,1477443,Yes,84,Cooperative Society,8,4,14,6,4,1,1,Suspicious
355,relatives,Illiterate,fisherman,No,East,301,Will,1718,West,41661,Cash,3,6414820,Yes,1985266,2956534,2243146,2041077,2737317,Income,Income,Inheritance,1,Yes,4,12,77849820,No,0,Yes,0,235356579,4673965,Yes,5,Family,10,6,18,9,4,1,1,Suspicious
1796,others,Undergraduate,builder,No,Central,1920,Sale Deed,62364,Central,2908,Cheque,9,89006093,Yes,4612487,5233839,6350658,8270079,9492284,Rental Income,Income,Rental Income,1,No,0,0,0,Yes,38587998,No,0,63340674,1052110,Yes,81,Cooperative Society,9,3,10,4,4,1,1,Suspicious
260,relatives,Professional,teacher,Yes,East,1080,Sale Deed,64650,South,2557,Cheque,7,21815918,Yes,2365503,2303741,2592077,2475750,3270194,Income,Income,Inheritance,1,No,0,0,0,Yes,33270081,No,0,165837305,1704019,Yes,87,Cooperative Society,9,0,3,3,0,0,0,Approved Transaction
1224,others,Undergraduate,actor,No,Central,2594,Sale Deed,47590,Central,2148,Cheque,8,82775563,No,408215,353056,394901,407656,617904,Gift,Income,Sale Property,0,No,0,0,0,Yes,38701478,No,0,177503444,1667862,Yes,99,Bank,8,4,15,6,5,2,2,Suspicious
559,relatives,Post Graduate,lawyer,Yes,West,711,Sale Deed,58546,Central,2508,Cheque,9,37050395,Yes,2238359,1569445,2167855,2562692,2735862,Income,Income,Inheritance,2,No,0,0,0,Yes,54451982,No,0,156439725,2271165,Yes,84,Bank,8,0,2,1,0,0,0,Approved Transaction
22,others,Graduate,executive,No,Central,2386,Sale Deed,64173,Central,2513,Cheque,6,35143522,No,394890,488674,101217,384041,720630,Gift,Income,Sale Property,1,No,0,0,0,Yes,56486913,No,0,193023400,1506204,Yes,84,Cooperative Society,8,5,10,7,4,1,2,Suspicious
1211,others,Post Graduate,builder,No,South,2945,Sale Deed,50658,South,2602,Cheque,6,36602072,No,382267,400276,116162,325389,498781,Gift,Income,Sale Property,0,No,0,0,0,Yes,47279766,No,0,172272764,1844218,Yes,97,Bank,8,6,17,9,3,1,2,Suspicious
254,relatives,Illiterate,fisherman,No,North,186,Will,1491,East,39013,Cash,2,8118112,Yes,2160223,1246227,2113750,2812967,2862331,Income,Income,Inheritance,2,Yes,3,11,74346853,No,0,Yes,1,284242928,5692298,Yes,10,NBFC,9,5,13,8,3,1,2,Suspicious
42,self,Graduate,lawyer,Yes,East,747,Sale Deed,58886,Central,2383,Cheque,10,54644666,Yes,1004496,2663508,2023985,2443689,2958168,Income,Income,Inheritance,1,No,0,0,0,Yes,41010139,No,0,142195578,1727185,Yes,94,Cooperative Society,9,0,5,1,2,0,0,Approved Transaction
652,self,Professional,engineer,Yes,West,802,Sale Deed,46847,Central,2085,Cheque,10,22315961,Yes,1169213,2174418,2420154,2537459,2770254,Income,Income,Inheritance,1,No,0,0,0,Yes,42641455,No,0,70054512,2092279,Yes,88,Bank,8,0,4,3,0,0,0,Approved Transaction
1765,others,Graduate,businessman,No,South,2185,Sale Deed,48518,South,2383,Cheque,7,59378802,No,286456,369301,223263,232021,733697,Gift,Income,Sale Property,0,No,0,0,0,Yes,45810485,No,0,91053399,1285256,Yes,96,Bank,8,4,20,6,5,2,2,Suspicious
392,relatives,Marticualte,clerk,No,East,348,Sale Deed,69183,South,2082,Cheque,8,32109374,Yes,4681166,5459049,6145158,7427399,9174664,Income,Income,Income,1,Yes,5,10,62561493,No,0,Yes,0,297137430,5321278,Yes,19,Family,10,4,7,4,4,0,0,Approved Transaction
719,relatives,Post Graduate,engineer,Yes,East,1425,Gift Deed,1279,West,28951,Cash,1,14921408,Yes,1358957,2513074,2637693,2009442,2689094,Income,Income,Inheritance,2,Yes,5,11,90191283,No,0,Yes,1,298964236,5100403,Yes,10,Family,9,4,10,7,2,0,0,Suspicious
748,others,Post Graduate,executive,No,South,1801,Sale Deed,62311,Central,2578,Cheque,6,55493317,No,466833,558226,183862,237719,721408,Gift,Income,Sale Property,0,No,0,0,0,Yes,59746354,No,0,179662107,1776303,Yes,97,Bank,9,6,16,8,3,1,0,Suspicious
893,others,Post Graduate,builder,No,South,2728,Sale Deed,68056,South,2873,Cheque,7,63421300,Yes,4974545,5100151,6440564,7350155,9541356,Rental Income,Rental Income,Income,1,No,0,0,0,Yes,35176991,No,0,148490380,2210554,Yes,96,Cooperative Society,9,2,7,5,3,1,1,Suspicious
1302,others,Post Graduate,actor,No,South,2038,Sale Deed,67861,South,2788,Cheque,6,92669297,Yes,4609652,5418178,6042376,7360135,9632833,Rental Income,Rental Income,Income,1,No,0,0,0,Yes,33983617,No,0,131391882,1464286,Yes,97,Cooperative Society,9,4,9,4,3,1,1,Suspicious
372,relatives,Illiterate,clerk,No,East,334,Gift Deed,1686,West,32990,Cash,3,16829196,Yes,1456866,2317652,2707392,2468905,2715057,Income,Income,Inheritance,2,Yes,3,12,110432676,No,0,Yes,0,270458140,5247176,Yes,9,Family,10,4,16,6,4,2,1,Suspicious
1118,others,Graduate,builder,No,South,1548,Sale Deed,62189,South,2181,Cheque,7,98914618,No,292044,457078,324281,271103,532868,Gift,Income,Sale Property,1,No,0,0,0,Yes,29177622,No,0,110262485,1396472,Yes,93,Cooperative Society,8,4,17,7,5,2,2,Suspicious
1175,others,Undergraduate,executive,No,South,2012,Sale Deed,58745,South,2488,Cheque,5,63388191,Yes,4906415,5404556,6236691,7677913,8612518,Income,Rental Income,Rental Income,0,No,0,0,0,Yes,59324982,No,0,99499202,1947670,Yes,85,Bank,9,4,8,5,3,0,0,Suspicious
821,relatives,Illiterate,tailor,No,North,586,Will,1686,North,43085,Cash,4,12541994,Yes,1200313,1361930,2415444,2292532,2692549,Income,Income,Inheritance,1,Yes,5,12,98907150,No,0,Yes,1,297374690,5288048,Yes,4,NBFC,10,5,18,7,3,2,2,Suspicious
1943,others,Professional,businessman,No,Central,2621,Sale Deed,49329,South,2277,Cheque,7,52314332,Yes,4538311,5049509,6197685,7074442,9548035,Income,Income,Rental Income,0,No,0,0,0,Yes,46254087,No,0,74632528,1987141,Yes,96,Cooperative Society,8,4,10,8,2,0,1,Suspicious
1928,relatives,Professional,lawyer,Yes,West,1386,Will,1752,West,44550,Cash,1,6847433,Yes,2207801,2755735,2376439,2650839,3280083,Income,Income,Inheritance,1,Yes,3,11,82319041,No,0,Yes,0,290713241,4798475,Yes,4,Family,10,3,8,4,3,0,0,Suspicious
432,relatives,Post Graduate,civil servant,Yes,North,1071,Sale Deed,52126,Central,2493,Cheque,9,41689864,Yes,1380304,1790374,2084323,2930058,2673883,Income,Income,Inheritance,1,No,0,0,0,Yes,54993586,No,0,124689910,2210604,Yes,95,Cooperative Society,9,0,0,0,1,0,0,Approved Transaction
1745,relatives,Marticualte,clerk,No,East,627,Sale Deed,69318,Central,2784,Cheque,5,53469356,Yes,4544853,5162158,6113874,7456811,9737071,Rental Income,Income,Income,0,Yes,3,11,111934300,No,0,Yes,1,247009942,5349678,Yes,16,NBFC,10,3,6,5,2,1,0,Approved Transaction
385,self,Professional,doctor,Yes,East,927,Sale Deed,67780,South,2425,Cheque,5,47084140,Yes,1956750,2468914,2260392,2838609,2647213,Income,Income,Inheritance,1,No,0,0,0,Yes,42202004,No,0,98952774,1707858,Yes,94,Bank,8,0,0,1,0,0,0,Approved Transaction
1541,relatives,Illiterate,caretaker,No,East,640,Will,1632,North,41560,Cash,5,7074003,Yes,2114868,2236445,2602513,2788901,2692966,Income,Income,Inheritance,1,Yes,5,10,80855402,No,0,Yes,1,221538838,5429688,Yes,9,Family,9,5,19,6,4,1,0,Suspicious
1202,relatives,Marticualte,caretaker,No,North,409,Gift Deed,1709,North,41510,Cash,1,6650326,Yes,2415372,2816543,2291156,2077351,3119880,Income,Income,Inheritance,2,Yes,4,11,67166171,No,0,Yes,1,270188636,5476496,Yes,9,NBFC,9,6,16,8,4,2,0,Suspicious
1976,others,Post Graduate,actor,No,Central,2362,Sale Deed,49157,South,2822,Cheque,8,83108364,No,363089,439080,244810,411844,636239,Gift,Income,Sale Property,0,No,0,0,0,Yes,21454256,No,0,139357134,1291443,Yes,83,Cooperative Society,8,4,20,8,3,2,1,Suspicious
1654,others,Graduate,businessman,No,South,1694,Sale Deed,65415,South,2013,Cheque,9,29498596,Yes,4783366,5476732,6265412,8172382,9091627,Rental Income,Rental Income,Rental Income,0,No,0,0,0,Yes,29872384,No,0,90726395,2333975,Yes,80,Bank,8,2,5,4,3,0,1,Suspicious
924,others,Graduate,executive,No,Central,2600,Sale Deed,63709,South,2600,Cheque,8,52614794,No,243889,518629,240613,289595,782034,Gift,Income,Sale Property,0,No,0,0,0,Yes,38649289,No,0,73869193,2464549,Yes,87,Bank,8,5,20,6,5,1,1,Suspicious
1285,others,Graduate,executive,No,South,2204,Sale Deed,47155,South,2535,Cheque,8,54202949,Yes,4725933,5031046,6090518,8410376,8590227,Income,Income,Income,0,No,0,0,0,Yes,23676274,No,0,137215544,1951642,Yes,84,Cooperative Society,9,4,8,5,2,0,0,Suspicious
1472,relatives,Marticualte,fisherman,No,North,383,Sale Deed,45059,South,2106,Cheque,10,78642707,Yes,4991069,5074970,6117736,7759727,9601511,Rental Income,Income,Rental Income,0,Yes,4,11,64406205,No,0,Yes,0,222628020,5131565,Yes,20,NBFC,9,4,6,8,2,1,0,Approved Transaction
707,relatives,Professional,CA,Yes,North,880,Gift Deed,1501,North,39034,Cash,2,6691055,Yes,1483551,1774132,2866948,2958299,2825495,Income,Income,Inheritance,2,Yes,3,11,89365269,No,0,Yes,0,209901382,4624134,Yes,5,Family,10,3,7,7,3,1,0,Suspicious
